title,link,summary,published,embedding
"Disparu dans une crevasse, les restes d’un randonneur identifiés 60 ans après",https://vsd.fr/74656-disparu-dans-une-crevasse-les-restes-dun-randonneur-identifies-60-ans-apres/,Un bergère a un aperçu des osements – une jambe et un pied –  à 2 459 mètres d'altitude. L'homme avait disparu en 1967.,"Fri, 10 Jan 2025 13:39:00 +0000","[-0.04541391134262085, 0.09361352026462555, 0.02171318605542183, 0.001756954938173294, -0.15044476091861725, 0.05303949862718582, -0.04433918744325638, 0.0984080582857132, -0.00576765788719058, 0.007877850905060768, 0.0527101531624794, -0.11445742845535278, 0.06341934204101562, -0.06760749220848083, -0.039369963109493256, -0.04630499333143234, 0.008287002332508564, 0.038351595401763916, -0.002265680581331253, 0.060410719364881516, 0.030445925891399384, 0.041520144790410995, 0.0765511617064476, 0.07539082318544388, -0.05200667679309845, -0.027162659913301468, -0.03283680975437164, -0.00042864022543653846, 0.01136410515755415, 0.017693648114800453, 0.02196546271443367, -0.06377650052309036, 0.06256947666406631, -0.05656065791845322, 0.07928688079118729, -0.069107286632061, 0.04622401297092438, -0.017196964472532272, -0.024990664795041084, 0.026015140116214752, -0.05063174292445183, -0.010810640640556812, -0.07250665873289108, 0.03259577974677086, 0.021142899990081787, 0.031218552961945534, -0.06753534078598022, 0.04472147673368454, -0.0563361681997776, 0.043425414711236954, -0.0853668600320816, 0.06608851253986359, -0.02552957832813263, -0.04143223538994789, 0.01388100627809763, -0.05989258736371994, 0.005032707937061787, -0.04131608083844185, 0.06740590929985046, -0.051154620945453644, -0.030252596363425255, -0.014834719710052013, -0.008918686769902706, 0.02021661028265953, -0.022424397990107536, -0.10987510532140732, -0.09600204229354858, -0.08879924565553665, -0.048306457698345184, 0.07768131047487259, 0.06621422618627548, -0.05088384449481964, -0.016444019973278046, -0.060738008469343185, 0.03905100002884865, -0.002307259477674961, -0.11329761892557144, -0.0037755812518298626, -0.07486990839242935, -0.10477760434150696, 0.049380797892808914, -0.03132897987961769, -0.02279379591345787, 0.009460829198360443, -0.035121772438287735, 0.005122155882418156, 0.0847230926156044, 0.03879718482494354, -0.0063537429086863995, -0.058248911052942276, 0.02578430064022541, -0.06527835130691528, -0.1388069987297058, -0.04353950917720795, 0.07994803041219711, -0.056984882801771164, -0.048610519617795944, -0.022262273356318474, 0.016135038807988167, 0.011125660501420498, -0.032710008323192596, -0.019645197317004204, -0.029490310698747635, 0.040825437754392624, -0.016777437180280685, 0.04572184756398201, 0.02023845724761486, -0.009456682950258255, 0.02464267425239086, 0.009280631318688393, -0.0342063270509243, -0.06391777843236923, 0.0007681332645006478, -0.025977658107876778, 0.02610648237168789, 0.048358406871557236, -0.01627611555159092, -0.09118520468473434, -0.0037536572199314833, -0.016468163579702377, 0.02675316296517849, -0.10144796222448349, 0.03669847920536995, 0.0556788444519043, -0.04879524186253548, 0.05098918080329895, 0.0872674435377121, 2.7463245332283957e-33, -0.023140374571084976, -0.0455271452665329, 0.0327218659222126, 0.03608950972557068, 0.02994111366569996, -0.006208606995642185, -0.12531103193759918, -0.05044718086719513, 0.04540054872632027, 0.06900870054960251, -0.08439695835113525, 0.03162987157702446, -0.01079882774502039, 0.08288484811782837, 0.014941477216780186, -0.028006762266159058, 0.09822816401720047, -0.01325562410056591, -0.0056728580966591835, -0.04441410303115845, -0.031048107892274857, -0.0037773188669234514, 0.08230380713939667, 0.09796211868524551, 0.05080576613545418, 0.04886840283870697, -0.007279826793819666, -0.049289874732494354, -0.050216346979141235, 0.013704526238143444, 0.026619644835591316, -0.08322073519229889, -0.06825742870569229, -0.06795688718557358, 0.010682154446840286, 0.032814111560583115, -0.02926904335618019, 0.06346206367015839, -0.043580103665590286, 0.033421870321035385, 0.05026380345225334, -0.11652744561433792, 0.05367604270577431, -0.028657902032136917, 0.060627639293670654, 0.01869034580886364, 0.029807861894369125, 0.016142679378390312, 0.07176558673381805, -0.04999072477221489, 0.03222521021962166, 0.09235755354166031, -0.01560793723911047, -0.07607132196426392, 0.06620427966117859, 0.02381361834704876, 0.00931573286652565, 0.0011757414322346449, -0.036735087633132935, 0.06672175228595734, 0.07828816026449203, 0.04216526076197624, 0.012097170576453209, 0.01892866939306259, 0.01162709854543209, -0.016159171238541603, -0.005838846322149038, 0.012540933676064014, -0.0019779920112341642, 0.0037503221537917852, -0.04337223991751671, -0.06624148786067963, 0.07756634801626205, 0.01197485439479351, 0.0006580957560800016, 0.01695636846125126, 0.005009019747376442, 0.024328414350748062, 0.01946813240647316, -0.014577876776456833, -0.026220520958304405, 0.021817050874233246, -0.03403734788298607, -0.08627121150493622, -0.007881797850131989, -0.025723328813910484, -0.06932351738214493, 0.03655826672911644, 0.0018669854616746306, 0.06370188295841217, -0.045750025659799576, 0.03444305807352066, -0.029384100809693336, 0.025458820164203644, 0.00481604365631938, -6.798804389818776e-33, -0.02265225350856781, 0.03330802917480469, 0.02038506418466568, 0.008421214297413826, -0.03324638307094574, 0.05747327208518982, -0.03025169111788273, 0.12539687752723694, -0.11359670758247375, -0.025368494912981987, -0.025159087032079697, -0.06181970611214638, 0.13638611137866974, -0.045614417642354965, 0.06553994864225388, 0.10229486227035522, -0.02797141671180725, -0.004851621575653553, -0.05752458795905113, 0.040545400232076645, 0.0010383344488218427, -0.07034356892108917, 0.09039940685033798, -0.06754891574382782, 0.017323821783065796, 0.02715868316590786, 0.1008496806025505, 0.02500840276479721, -0.019513551145792007, -0.032372184097766876, -0.0500163659453392, 0.046188272535800934, -0.03210274130105972, -0.026527443900704384, -0.0015520851593464613, 0.050757117569446564, 0.0343451052904129, 0.05494316294789314, -0.06842877715826035, 0.029897836968302727, -0.0407206229865551, 0.049995336681604385, 0.10036260634660721, 0.01955472119152546, 0.12146387994289398, -0.02066844329237938, -0.029473839327692986, -0.042380452156066895, -0.06809535622596741, -0.06967075914144516, 0.012999369762837887, -0.0013390225358307362, 0.07624945789575577, -0.007372962776571512, 0.06306421011686325, -0.004160057753324509, -0.06872591376304626, -0.03177247196435928, -0.021229853853583336, -0.004027022514492273, 0.07726684212684631, 0.023409347981214523, 0.019716212525963783, 0.0358046256005764, 0.00591747323051095, -0.0038029595743864775, -0.03582870215177536, 0.027797561138868332, -0.111695796251297, 0.043980151414871216, -0.008631161414086819, -0.10341700166463852, -0.009425124153494835, -0.0011365772224962711, -0.05207536369562149, -0.02057945542037487, -0.003718385472893715, 0.07525132596492767, -0.019450506195425987, -0.016860054805874825, -0.11619838327169418, 0.016362739726901054, -0.030841639265418053, 0.02925156243145466, -0.04093087464570999, -0.004764396231621504, 0.05354247987270355, -0.11203623563051224, 0.03851001337170601, -0.03022068180143833, 0.0021576303988695145, 0.009113302454352379, -0.014483737759292126, -0.04435896873474121, 0.04938080534338951, -3.849165253200226e-08, 0.029374094679951668, 0.008019331842660904, 0.03744577243924141, 0.03909536823630333, 0.056428954005241394, -0.006910797208547592, -0.03513175994157791, -0.016233623027801514, -0.08025011420249939, 0.06046326458454132, -0.06618181616067886, 0.014819394797086716, 0.027656789869070053, 0.050197020173072815, -0.04480352997779846, 0.02673392929136753, -0.009732523933053017, 0.038006361573934555, 0.03265968710184097, 0.0320686437189579, 0.035900089889764786, 0.004858860746026039, 0.06793181598186493, -0.021693071350455284, -0.05637745186686516, -0.041824668645858765, -0.019311783835291862, -0.09569612890481949, -0.04900035634636879, -0.08321627974510193, 0.00844173040241003, 0.024613119661808014, -0.061969153583049774, -0.1288134902715683, -0.01674911566078663, 0.0030391288455575705, -0.026005230844020844, 0.0063398657366633415, -0.04963468387722969, -0.0323430597782135, -0.005210587289184332, 0.06518261879682541, 0.03886320814490318, -0.04361644387245178, 0.04123006388545036, 0.025699738413095474, -0.04246484860777855, 0.04155610129237175, -0.02983875758945942, 0.1139635518193245, -0.08477616310119629, 0.053203411400318146, 0.052245981991291046, -0.03885316476225853, -0.005892062094062567, 0.013813099823892117, 0.033447518944740295, -0.025779426097869873, -0.03806295990943909, -0.00016323574527632445, 0.026961980387568474, -0.0018734115874394774, -0.03052004985511303, -0.04300328344106674]"
La sortie d'«Assassin’s Creed Shadows» reportée au 20 mars,https://vsd.fr/74650-la-sortie-dassassins-creed-shadows-reportee-au-20-mars/,L'éditeur français a décidé d'accorder un mois supplémentaire au développement de son jeu vidéo. Il était attendu le 12 novembre puis repoussé au 14 février.,"Fri, 10 Jan 2025 11:15:00 +0000","[-0.07584106922149658, 0.007018162403255701, -0.02384321764111519, -0.08293187618255615, -0.026209266856312752, 0.12159540504217148, -0.030798427760601044, 0.08820918202400208, 0.07190526276826859, 0.049492284655570984, -0.0016019558534026146, 0.01421836856752634, -0.02593832090497017, -0.027869584038853645, -0.1178354024887085, -0.10396309196949005, -0.05287080630660057, 0.0530216358602047, -0.02462632581591606, -0.03231305256485939, -0.029557857662439346, -0.07525104284286499, 0.029151929542422295, 0.024961765855550766, 0.0466633141040802, -0.008322753943502903, -0.007536645047366619, 0.029149208217859268, 0.0867013931274414, -0.0587778314948082, 0.04724369943141937, 0.021515734493732452, 0.0411156564950943, -0.08190570026636124, -0.026174025610089302, 0.004782382864505053, 0.0033733868040144444, -0.09533199667930603, -0.05490894988179207, 0.07053768634796143, -0.1064007580280304, 0.008596264757215977, -0.07318015396595001, -0.07521723955869675, -0.012280837632715702, 0.011916459538042545, 0.04537985101342201, -0.03550664708018303, -0.08571086823940277, 0.03697630390524864, -0.09528521448373795, 0.052623968571424484, 0.05862293019890785, -0.051273006945848465, -0.07682475447654724, -0.03112979792058468, -0.01965692639350891, -0.0034468984231352806, 0.08331535756587982, -0.06376663595438004, 0.043981898576021194, -0.06456862390041351, -0.012630974873900414, 0.02895568311214447, -0.10835596919059753, -0.04364253953099251, 0.04867324233055115, -0.02901034988462925, -0.035601481795310974, 6.273644976317883e-05, -0.011743910610675812, 0.009223240427672863, -0.015552463941276073, -0.042386237531900406, -0.004570200107991695, 0.011525156907737255, -0.0720287561416626, 0.014027291908860207, 0.03440573811531067, -0.1175675019621849, 0.13134340941905975, -0.014842736534774303, 0.0023600247222930193, -0.022229302674531937, 0.04634502902626991, -0.006094170268625021, 0.09720767289400101, 0.061635054647922516, 0.008534574881196022, -0.029441533610224724, -0.03931843861937523, 0.04257645085453987, 0.032882921397686005, 0.035786502063274384, -0.035431601107120514, -0.021019844338297844, -0.006456444971263409, -0.07580794394016266, 0.015277364291250706, 0.03575492650270462, -0.018367692828178406, 0.002525372663512826, 0.02891259826719761, 0.07624190300703049, -0.03425832837820053, 0.003958802204579115, -0.04584437236189842, 0.01175518985837698, 0.01738116145133972, -0.04606890305876732, 0.0036303068045526743, 0.014401287771761417, -0.025734448805451393, -0.045294567942619324, 0.08661894500255585, 0.05258607119321823, 0.005007665138691664, -0.12331169843673706, -0.030107690021395683, -0.032873887568712234, 0.07367356866598129, -0.026553617790341377, -0.003621357958763838, -0.06227970868349075, -0.008960728533565998, -0.10121604055166245, 0.037097930908203125, 6.412797024263692e-33, -0.011142028495669365, 0.05136386677622795, -0.031186047941446304, 0.0029314185958355665, 0.05653424561023712, -0.07810088992118835, -0.030657906085252762, 0.029884811490774155, -0.01064053550362587, -0.025812359526753426, -0.007970656268298626, -0.017714476212859154, -0.00094266002997756, 0.06277917325496674, -0.016996750608086586, 0.0007438196917064488, 0.09057629853487015, 0.014729330316185951, 0.07416754215955734, -0.044496506452560425, -0.0036805167328566313, -0.01317841187119484, 0.09698393195867538, 0.07569379359483719, 0.07859566062688828, -0.011317547410726547, 0.05188129097223282, -0.026222553104162216, -0.04619516432285309, -0.0012268158607184887, 0.00333467242307961, -0.032477967441082, -0.027191270142793655, 0.029468517750501633, 0.00623266352340579, -0.054021432995796204, 0.003638503374531865, 0.035630032420158386, 0.05282871052622795, -0.04069181904196739, 0.10766370594501495, 0.005998071748763323, -0.0056711346842348576, -0.05385227128863335, 0.04818511754274368, 0.05632077530026436, 0.03863829746842384, 0.05895876884460449, 0.08767538517713547, 0.0006916687707416713, 0.014737644232809544, 0.05451270565390587, -0.06280527263879776, -0.10115257650613785, 0.02496936172246933, 0.08765352517366409, -0.053704019635915756, 0.024560637772083282, -0.05106385424733162, -0.05521848425269127, 0.025290917605161667, 0.0030842062551528215, -0.03587155416607857, 0.0391610823571682, -0.1087835282087326, 0.013270677998661995, 0.05249909684062004, 0.0028183478862047195, 0.07663538306951523, -0.04834270849823952, -0.10993638634681702, 0.028361361473798752, 0.05890236794948578, -0.059018321335315704, 0.05776689946651459, 0.03410748019814491, -0.09150582551956177, -0.014643294736742973, 0.043871767818927765, 0.020966418087482452, -0.05574655905365944, -0.025116654112935066, -0.014122802764177322, -0.006887246388942003, 0.0010894602164626122, -0.055021077394485474, -0.008530426770448685, 0.06134273484349251, 0.04391300305724144, 0.006869620177894831, 0.004031634423881769, -0.037915490567684174, 0.026205068454146385, 0.056312449276447296, 0.05462847277522087, -8.701538157244442e-33, 0.02473079413175583, 0.030326779931783676, -0.01016511395573616, 0.04465589299798012, 0.02674991451203823, 0.028446875512599945, -0.045814257115125656, 0.05917206406593323, 0.040865492075681686, -0.0436689630150795, 0.031392499804496765, -0.09118335694074631, 0.02303592674434185, 0.032741937786340714, -0.061514656990766525, 0.06337019801139832, -0.008088369853794575, -0.03137752041220665, -0.041794996708631516, -0.03770613670349121, -0.011695295572280884, -0.07379262149333954, 0.019995441660284996, -0.029710104689002037, -0.010792102664709091, 0.0028249439783394337, 0.07576871663331985, 0.02257811650633812, 0.02913118340075016, 0.02797919511795044, 0.022827990353107452, -0.03764626756310463, -0.044182825833559036, 0.006724566221237183, 0.00925356987863779, 0.022808989509940147, 0.08409483730792999, 0.045777857303619385, -0.059042852371931076, 0.05760381743311882, -0.023101380094885826, 0.05631444603204727, 0.005141370464116335, -0.048943959176540375, 0.060643620789051056, -0.0029014218598604202, -0.038040101528167725, -0.03471199423074722, -0.07908892631530762, -0.04544132947921753, 0.023408925160765648, 0.051249805837869644, 0.01956923119723797, -0.04627809301018715, 0.04055720940232277, 0.03968844935297966, 0.05403873696923256, 0.0038426003884524107, -0.015960222110152245, 0.013638773933053017, 0.024365970864892006, 0.055441953241825104, 0.006464051082730293, -0.01768519915640354, 0.04175396263599396, 0.013156633824110031, -0.15329301357269287, 0.032748110592365265, 0.029371118173003197, -0.023380959406495094, 0.09751772880554199, -0.08682844042778015, -7.155425555538386e-05, 0.00676510576158762, -0.04462682083249092, -0.05480981990695, -0.000180474336957559, -0.0169928390532732, 0.0053649586625397205, 0.024838751181960106, -0.13965608179569244, -0.0375249870121479, -0.033286601305007935, 0.0012318454682826996, -0.030354885384440422, 0.041633035987615585, 0.06016760692000389, -0.1054864302277565, 0.06423752754926682, -0.01243655662983656, 0.02830457128584385, 0.04492649435997009, -0.009530297480523586, -0.017757073044776917, 0.07280382513999939, -3.78969211567437e-08, 0.006855546962469816, -0.04079432785511017, -0.051698215305805206, 0.01902296207845211, 0.05169525370001793, -0.1233832910656929, -0.08968822658061981, -0.03209434449672699, 0.008113293908536434, -0.0011335285380482674, -0.019374510273337364, -8.812845044303685e-05, -0.02690936252474785, 0.011816730722784996, -0.07324035465717316, 0.056250691413879395, 0.01580720953643322, 0.04814053326845169, -0.0083478894084692, -0.02480197884142399, 0.05463912710547447, -0.03129076585173607, 0.07976866513490677, -0.11055013537406921, -0.04706314206123352, -0.04969342425465584, -0.023809777572751045, -0.07845199853181839, -0.09210988879203796, -0.05302406847476959, 0.010677224956452847, 0.11091995984315872, -0.017968229949474335, -0.09098803997039795, 0.014891949482262135, -0.03810387849807739, 0.03215879574418068, 0.016568155959248543, -0.01250339113175869, 0.07818412035703659, 0.11399159580469131, 0.04780501499772072, -0.007916828617453575, -0.023758698254823685, 0.03106990084052086, 0.005508490838110447, -0.035848572850227356, -0.08862708508968353, 0.056981880217790604, 0.05495750159025192, -0.057016950100660324, 0.06389395892620087, -0.022013643756508827, -0.01646418124437332, 0.1073816567659378, 0.09891811013221741, 0.00267067295499146, -0.03719618171453476, 0.01832868903875351, -0.05233697220683098, 0.011301442049443722, 0.06286142021417618, 0.03366183117032051, -0.08728931099176407]"
"L’influenceur Doualemn expulsé vers l’Algérie, renvoyé immédiatement en France",https://vsd.fr/74644-linfluenceur-doualemn-expulse-vers-lalgerie-renvoye-immediatement-en-france/,L’homme de 59 ans était de retour dans la soirée à Roissy ; il a été placé dans le centre de rétention administrative (CRA) du Mesnil-Amelot (Seine-et-Marne).,"Fri, 10 Jan 2025 08:51:00 +0000","[0.005719925742596388, 0.04373355209827423, -0.005631249397993088, -0.004275657702237368, -0.06523162871599197, 0.07765145599842072, 0.04869344085454941, 0.0642644390463829, -0.024714110419154167, 0.05385337024927139, 0.02082771062850952, -0.027775978669524193, 0.027657372877001762, -0.04755694419145584, -0.05628921836614609, -0.034205902367830276, -0.07274404168128967, 0.04027063399553299, 0.08842477202415466, 0.01696980744600296, -0.016429806128144264, -0.041959065943956375, 0.0036596173886209726, 0.019310669973492622, -0.004219289403408766, 0.018740694969892502, -0.04285385459661484, 0.018273673951625824, -0.02066953293979168, -0.0313059501349926, 0.05840376019477844, 0.00942822452634573, 0.06699365377426147, -0.026223931461572647, 0.046150173991918564, 0.02651127427816391, 0.021762974560260773, -0.0368993803858757, -0.03618410602211952, 0.022482598200440407, -0.05688309669494629, -0.044230442494153976, -0.07022931426763535, 0.05085200071334839, 0.0012393125798553228, 0.03254770115017891, -0.027791695669293404, 0.03528909385204315, -0.004084134474396706, -0.017112387344241142, 0.000367205822840333, -0.07230621576309204, 0.04105791077017784, -0.0008625705959275365, -0.05146203935146332, 0.05317226052284241, 0.011648185551166534, 0.012274447828531265, 0.04987891763448715, 0.012710897251963615, -0.07869135588407516, -0.01777174323797226, 0.05805281549692154, 0.02589420974254608, -0.06816153973340988, -0.12653960287570953, -0.024170979857444763, -0.02844545803964138, -0.025292376056313515, -0.03873777389526367, 0.09462517499923706, -0.10637462884187698, -0.08269571512937546, -0.057667843997478485, 0.05387074127793312, -0.07103294134140015, -0.11543138325214386, 0.017719099298119545, -0.014863614924252033, -0.11267293244600296, 0.06654087454080582, -0.030720286071300507, 0.01640094257891178, 0.05956603214144707, 0.05694378539919853, -0.02119152992963791, 0.07813235372304916, -0.0011697985464707017, 0.0763096958398819, 0.02236672304570675, -0.022985849529504776, 0.03706175833940506, -0.08728336542844772, -0.05972704663872719, 0.00974197220057249, -0.0020900913514196873, 0.0062300763092935085, 0.05422220006585121, -0.0631440132856369, 0.030274882912635803, 0.002439754083752632, -0.025602377951145172, -0.011123664677143097, 0.07267720997333527, -0.007010732311755419, 0.011533918790519238, -0.013952143490314484, 0.014477537013590336, -0.06759944558143616, -0.04303210601210594, -0.05334979668259621, -0.058225974440574646, -0.00439373217523098, -0.05558282509446144, 0.1450503170490265, 0.0006292216712608933, -0.05736011639237404, -0.04339558631181717, 0.01248819287866354, -0.05801919847726822, -0.022188104689121246, 0.02005227841436863, 0.029147343710064888, -0.001996662700548768, 0.010726410895586014, 0.09093748033046722, 0.0797387883067131, -3.238971598346376e-34, -0.09383559226989746, 0.03653586283326149, -0.07763595134019852, 0.0905020460486412, -0.09607934206724167, -0.08458446711301804, -0.030345823615789413, 0.05822524428367615, 0.014286000281572342, -0.06472570449113846, 0.005095342174172401, -0.034734904766082764, -0.020108772441744804, 0.02382170781493187, 0.019206875935196877, 0.01461842656135559, 0.11407721787691116, -0.012145524844527245, 0.03273452818393707, -0.02375168353319168, -0.06793232262134552, 0.017794199287891388, 0.05376480147242546, 0.004551392048597336, 0.0968213751912117, -0.0665840283036232, -0.008456887677311897, -0.013532924465835094, -0.04553719982504845, 0.02025292068719864, 0.02754228189587593, 0.01571495831012726, 0.028650332242250443, -0.05419938266277313, 0.023335522040724754, -0.010466322302818298, 0.028253156691789627, 0.011422124691307545, -0.08693660795688629, 0.030180344358086586, 0.030769461765885353, 0.006229391321539879, 0.023485882207751274, -0.011309024877846241, 0.04167623072862625, 0.09411747008562088, 0.044246263802051544, 0.040683563798666, 0.08577708154916763, 0.014577123336493969, 0.023949209600687027, 0.05156476050615311, -0.07155647873878479, -0.010644247755408287, -0.06949403882026672, 0.004741697572171688, -0.08529475331306458, 0.05642518401145935, -0.005424462724477053, 0.0019946908578276634, 0.08440045267343521, 0.0323944129049778, -0.03585224598646164, 0.07468346506357193, 0.008642485365271568, -0.033874183893203735, -0.04116451367735863, 0.004052161704748869, 0.04195152968168259, 0.040756721049547195, -0.09332744777202606, -0.061606358736753464, 0.08630309253931046, -0.023191189393401146, 0.04599198326468468, 0.07106267660856247, -0.03698064386844635, 0.055416516959667206, -0.03712230175733566, -0.05231737717986107, -0.05948290973901749, -0.04773613065481186, -0.05142272263765335, 0.015598364174365997, 0.1556115448474884, -0.03349664807319641, 0.06132296472787857, -0.03450395539402962, 0.03544316813349724, 0.021723685786128044, 0.000985927996225655, -0.07572568953037262, 0.021296687424182892, 0.06783860176801682, -0.017730744555592537, -3.506833562366914e-33, -0.026623588055372238, 0.055976640433073044, -0.017902476713061333, 0.04434643313288689, -0.02319703809916973, 0.029981836676597595, 0.05576306954026222, 0.07310517132282257, -0.06009002774953842, -0.011424892581999302, -0.042623430490493774, -0.04597123712301254, 0.04996930807828903, -0.017823370173573494, 0.013134640641510487, 0.03070826642215252, -0.03957033157348633, -0.042995285242795944, -0.08409430086612701, 0.05618785321712494, -0.07962155342102051, -0.06779368221759796, 0.10244223475456238, -0.008815617300570011, -0.08400627225637436, 0.0567944273352623, 0.013201187364757061, -0.05698060244321823, -0.025076469406485558, -0.006935227196663618, -0.008289685472846031, -0.008173597976565361, -0.0028097378090023994, 0.02526221238076687, -0.04664785787463188, -0.01532890647649765, 0.010791013017296791, -0.001940032234415412, 0.0070985243655741215, 0.11459850519895554, 0.0024421829730272293, 0.04037141054868698, 0.045929670333862305, -0.018360773101449013, 0.061951059848070145, -0.028372155502438545, -0.11814049631357193, 0.04969407990574837, -0.06154758483171463, -0.05778763070702553, -0.04053454473614693, -0.006457365583628416, 0.02052636258304119, -0.060796212404966354, 0.05313938111066818, -0.019332081079483032, -0.035984452813863754, -0.05768854543566704, -0.018692342564463615, 0.0211557038128376, 0.047496698796749115, 0.058121729642152786, -0.01037899125367403, 0.0697481781244278, 0.04576372727751732, -0.05844835564494133, -0.05072295293211937, -0.012947730720043182, -0.11128751188516617, 0.03429200127720833, 0.032780636101961136, -0.08633503317832947, -0.06416603177785873, -0.0017034756019711494, 0.0036466794554144144, -0.0797015130519867, 0.026254478842020035, 0.004941835068166256, 0.024424534291028976, -0.008573810569941998, -0.14523908495903015, -0.013169700279831886, -0.022873874753713608, -0.038699980825185776, -0.024313267320394516, -0.036316078156232834, -0.03185837343335152, -0.09136418253183365, 0.10540533810853958, -0.03989594802260399, 0.09954554587602615, -0.007443324197083712, -0.058543745428323746, -0.030887385830283165, 0.046468671411275864, -4.050611934758308e-08, 0.006713515613228083, 0.018780171871185303, 0.047369569540023804, 0.03189527988433838, 0.08822810649871826, -0.16516970098018646, -0.05381482094526291, 0.027250127866864204, 0.045226775109767914, 0.09119398146867752, -0.05888114497065544, 0.03274625539779663, -0.009271005168557167, -0.025015149265527725, -0.02409515157341957, 0.020608318969607353, 0.008531962521374226, 0.004131914582103491, -0.007769419811666012, -0.05566395819187164, 0.016678862273693085, -0.09739004820585251, 0.033616211265325546, -0.0534248948097229, -0.05071680620312691, -0.06033432111144066, -0.04449516534805298, -0.016299376264214516, -0.027847347781062126, -0.005771529860794544, 0.004954636562615633, 0.08968935161828995, -0.009855997748672962, -0.06263691931962967, 0.08756732940673828, 0.011921172961592674, 0.047846339643001556, -0.02709995023906231, -0.04884080961346626, -0.017616258934140205, 0.009893465787172318, -0.023617135360836983, 0.10391431301832199, -0.00019537826301530004, 0.05772702395915985, 0.034897949546575546, 0.035605426877737045, 0.04605445638298988, 0.015245835296809673, 0.08800658583641052, 0.02059881016612053, 0.0027401542756706476, 0.03676069900393486, 0.02288256213068962, -0.005454538855701685, -0.026164069771766663, 0.001586145255714655, -0.045701127499341965, -0.04672195017337799, -0.09354648739099503, 0.04294591024518013, 0.03535172715783119, 0.00047677080146968365, -0.09615011513233185]"
